source_species,target_species,model,mean_macro_f1,n_dataset_pairs,core_gower_distance,extended_gower_distance,same_species,excluded_from_primary_h3
Bison bonasus,Equus ferus przewalskii,MultiRocket,0.9501592937218744,1,0.2694157858092284,0.17144640915132717,FALSE,no
Bison bonasus,Erinaceus europaeus,MultiRocket,0.5109004085379091,1,0.7733084372428635,0.8557417327909131,FALSE,no
Bison bonasus,Giraffa camelopardalis,MultiRocket,0.2116833843297995,1,0.4409772770428509,0.37153099448181415,FALSE,no
Bison bonasus,Procyon lotor,MultiRocket,0.6659394894249131,2,0.6664767812308795,0.6362428001772263,FALSE,no
Bison bonasus,Vulpes vulpes,MultiRocket,0.6511647724818288,2,0.6190476190476192,0.4848484848484849,FALSE,no
Bos taurus,Bison bonasus,MultiRocket,0.5244072294436857,1,0.012405848471422263,0.00789463084545053,FALSE,no
Bos taurus,Canis lupus familiaris,MultiRocket,0.3365337561875532,2,0.5970209084963184,0.47083148722492985,FALSE,no
Bos taurus,Equus caballus,MultiRocket,0.4126144265762357,1,0.28893178893178895,0.18386568386568386,FALSE,no
Bos taurus,Equus ferus przewalskii,MultiRocket,0.5824076580776997,1,0.28182163428065066,0.1793410399967777,FALSE,no
Bos taurus,Erinaceus europaeus,MultiRocket,0.457984915209292,1,0.7857142857142857,0.8636363636363636,FALSE,no
Bos taurus,Giraffa camelopardalis,MultiRocket,0.6643172250641548,1,0.42857142857142855,0.36363636363636365,FALSE,no
Bos taurus,Procyon lotor,MultiRocket,0.5207022369190852,2,0.6788826297023017,0.6441374310226768,FALSE,no
Bos taurus,Vulpes vulpes,MultiRocket,0.5373354722103302,2,0.6314534675190414,0.4927431156939354,FALSE,no
Canis lupus familiaris,Bison bonasus,MultiRocket,0.44218093028597566,2,0.5846150600248959,0.4629368563794793,FALSE,no
Canis lupus familiaris,Bos taurus,MultiRocket,0.34769631108492394,2,0.5970209084963184,0.47083148722492985,FALSE,no
Canis lupus familiaris,Canis lupus familiaris,MultiRocket,0.6582427892032,2,0,0,TRUE,yes
Canis lupus familiaris,Equus caballus,MultiRocket,0.7217097523783189,2,0.3080891195645294,0.286965803359246,FALSE,no
Canis lupus familiaris,Equus ferus przewalskii,MultiRocket,0.5415567069763338,2,0.3151992742156676,0.2914904472281521,FALSE,no
Canis lupus familiaris,Erinaceus europaeus,MultiRocket,0.41562707497033813,2,0.7125029010274913,0.817047300653858,FALSE,no
Canis lupus familiaris,Giraffa camelopardalis,MultiRocket,0.3822945669233602,2,0.644639956115366,0.5920436084370511,FALSE,no
Canis lupus familiaris,Procyon lotor,MultiRocket,0.6159304604148816,4,0.5580521973964597,0.567245337737141,FALSE,no
Canis lupus familiaris,Vulpes vulpes,MultiRocket,0.6213088796477841,4,0.03443255902272295,0.11282071937809643,FALSE,no
Equus caballus,Bison bonasus,MultiRocket,0.4271708398319111,1,0.27652594046036666,0.17597105302023333,FALSE,no
Equus caballus,Bos taurus,MultiRocket,0.4065029614632528,1,0.28893178893178895,0.18386568386568386,FALSE,no
Equus caballus,Canis lupus familiaris,MultiRocket,0.654144082879738,2,0.3080891195645294,0.286965803359246,FALSE,no
Equus caballus,Equus ferus przewalskii,MultiRocket,0.48248553540170686,1,0.0071101546511382575,0.004524643868906164,FALSE,no
Equus caballus,Erinaceus europaeus,MultiRocket,0.370397861953107,1,0.7348777348777348,0.8312858312858311,FALSE,no
Equus caballus,Giraffa camelopardalis,MultiRocket,0.21518237574645557,1,0.4794079794079794,0.39598689598689596,FALSE,no
Equus caballus,Procyon lotor,MultiRocket,0.6785563858022433,2,0.6280460788657509,0.6117868986721445,FALSE,no
Equus caballus,Vulpes vulpes,MultiRocket,0.6253832597515054,2,0.3425216785872523,0.30887743182825145,FALSE,no
Equus ferus przewalskii,Bison bonasus,MultiRocket,0.9026729715271964,1,0.2694157858092284,0.17144640915132717,FALSE,no
Equus ferus przewalskii,Bos taurus,MultiRocket,0.5606675802120823,1,0.28182163428065066,0.1793410399967777,FALSE,no
Equus ferus przewalskii,Canis lupus familiaris,MultiRocket,0.6087661707658001,2,0.3151992742156676,0.2914904472281521,FALSE,no
Equus ferus przewalskii,Equus caballus,MultiRocket,0.6622118429138588,1,0.0071101546511382575,0.004524643868906164,FALSE,no
Equus ferus przewalskii,Erinaceus europaeus,MultiRocket,0.4664762585322644,1,0.7419878895288731,0.8358104751547374,FALSE,no
Equus ferus przewalskii,Giraffa camelopardalis,MultiRocket,0.3621209952029559,1,0.4722978247568412,0.39146225211798985,FALSE,no
Equus ferus przewalskii,Procyon lotor,MultiRocket,0.6999320286238129,2,0.6351562335168891,0.6163115425410507,FALSE,no
Equus ferus przewalskii,Vulpes vulpes,MultiRocket,0.7095983323535044,2,0.34963183323839064,0.31340207569715767,FALSE,no
Erinaceus europaeus,Bison bonasus,MultiRocket,0.6518569228455745,1,0.7733084372428635,0.8557417327909131,FALSE,no
Erinaceus europaeus,Bos taurus,MultiRocket,0.4219588483074668,1,0.7857142857142857,0.8636363636363636,FALSE,no
Erinaceus europaeus,Canis lupus familiaris,MultiRocket,0.42882498779066114,2,0.7125029010274913,0.817047300653858,FALSE,no
Erinaceus europaeus,Equus caballus,MultiRocket,0.4514265303491729,1,0.7348777348777348,0.8312858312858311,FALSE,no
Erinaceus europaeus,Equus ferus przewalskii,MultiRocket,0.5548539638552367,1,0.7419878895288731,0.8358104751547374,FALSE,no
Erinaceus europaeus,Giraffa camelopardalis,MultiRocket,0.5340353953773462,1,0.9285714285714286,0.9545454545454546,FALSE,no
Erinaceus europaeus,Procyon lotor,MultiRocket,0.4687422801474832,2,0.6782602274405554,0.6740443871591414,FALSE,no
Erinaceus europaeus,Vulpes vulpes,MultiRocket,0.32083434781016673,2,0.6780703420047682,0.7951356721848526,FALSE,no
Giraffa camelopardalis,Bison bonasus,MultiRocket,0.35532714769386625,1,0.4409772770428509,0.37153099448181415,FALSE,no
Giraffa camelopardalis,Bos taurus,MultiRocket,0.0677118283502631,1,0.42857142857142855,0.36363636363636365,FALSE,no
Giraffa camelopardalis,Canis lupus familiaris,MultiRocket,0.15094270363054435,2,0.644639956115366,0.5920436084370511,FALSE,no
Giraffa camelopardalis,Equus caballus,MultiRocket,0.16153627919792854,1,0.4794079794079794,0.39598689598689596,FALSE,no
Giraffa camelopardalis,Equus ferus przewalskii,MultiRocket,0.3553631385329547,1,0.4722978247568412,0.39146225211798985,FALSE,no
Giraffa camelopardalis,Erinaceus europaeus,MultiRocket,0.16461591536338546,1,0.9285714285714286,0.9545454545454546,FALSE,no
Giraffa camelopardalis,Procyon lotor,MultiRocket,0.2956512290800518,2,0.8217397725594446,0.7350465219317678,FALSE,no
Giraffa camelopardalis,Vulpes vulpes,MultiRocket,0.35966676017613275,2,0.679072515138089,0.6139552369060566,FALSE,no
Procyon lotor,Bison bonasus,MultiRocket,0.6579524450313607,2,0.6664767812308795,0.6362428001772263,FALSE,no
Procyon lotor,Bos taurus,MultiRocket,0.5213541748449327,2,0.6788826297023017,0.6441374310226768,FALSE,no
Procyon lotor,Canis lupus familiaris,MultiRocket,0.6079626844017605,4,0.5580521973964597,0.567245337737141,FALSE,no
Procyon lotor,Equus caballus,MultiRocket,0.8015027194102664,2,0.6280460788657509,0.6117868986721445,FALSE,no
Procyon lotor,Equus ferus przewalskii,MultiRocket,0.690044049670743,2,0.6351562335168891,0.6163115425410507,FALSE,no
Procyon lotor,Erinaceus europaeus,MultiRocket,0.4474535056498592,2,0.6782602274405554,0.6740443871591414,FALSE,no
Procyon lotor,Giraffa camelopardalis,MultiRocket,0.412858277784648,2,0.8217397725594446,0.7350465219317678,FALSE,no
Procyon lotor,Procyon lotor,MultiRocket,0.6366175769974841,2,0,0,TRUE,yes
Procyon lotor,Vulpes vulpes,MultiRocket,0.6787343034595195,4,0.523999409245311,0.5455753816409554,FALSE,no
Vulpes vulpes,Bison bonasus,MultiRocket,0.6573893470635082,2,0.6190476190476192,0.4848484848484849,FALSE,no
Vulpes vulpes,Bos taurus,MultiRocket,0.4616428026002789,2,0.6314534675190414,0.4927431156939354,FALSE,no
Vulpes vulpes,Canis lupus familiaris,MultiRocket,0.5547617862819169,4,0.03443255902272295,0.11282071937809643,FALSE,no
Vulpes vulpes,Equus caballus,MultiRocket,0.5266638375117472,2,0.3425216785872523,0.30887743182825145,FALSE,no
Vulpes vulpes,Equus ferus przewalskii,MultiRocket,0.6637104423426479,2,0.34963183323839064,0.31340207569715767,FALSE,no
Vulpes vulpes,Erinaceus europaeus,MultiRocket,0.396907367749236,2,0.6780703420047682,0.7951356721848526,FALSE,no
Vulpes vulpes,Giraffa camelopardalis,MultiRocket,0.5715227804995744,2,0.679072515138089,0.6139552369060566,FALSE,no
Vulpes vulpes,Procyon lotor,MultiRocket,0.6364657966210083,4,0.523999409245311,0.5455753816409554,FALSE,no
Vulpes vulpes,Vulpes vulpes,MultiRocket,0.7065137283057901,2,0,0,TRUE,yes
Bison bonasus,Bos taurus,RF,0.5252770710098679,1,0.012405848471422263,0.00789463084545053,FALSE,no
Bison bonasus,Canis lupus familiaris,RF,0.49890402779024745,2,0.5846150600248959,0.4629368563794793,FALSE,no
Bison bonasus,Equus caballus,RF,0.6019443637601384,1,0.27652594046036666,0.17597105302023333,FALSE,no
Bison bonasus,Equus ferus przewalskii,RF,0.9175007170340198,1,0.2694157858092284,0.17144640915132717,FALSE,no
Bison bonasus,Erinaceus europaeus,RF,0.5166951012374132,1,0.7733084372428635,0.8557417327909131,FALSE,no
Bison bonasus,Giraffa camelopardalis,RF,0.39786130426592137,1,0.4409772770428509,0.37153099448181415,FALSE,no
Bison bonasus,Procyon lotor,RF,0.685556210111584,2,0.6664767812308795,0.6362428001772263,FALSE,no
Bison bonasus,Vulpes vulpes,RF,0.7549277329218136,2,0.6190476190476192,0.4848484848484849,FALSE,no
Bos taurus,Bison bonasus,RF,0.5935514233649725,1,0.012405848471422263,0.00789463084545053,FALSE,no
Bos taurus,Canis lupus familiaris,RF,0.49724469193869647,2,0.5970209084963184,0.47083148722492985,FALSE,no
Bos taurus,Equus caballus,RF,0.6488422516625137,1,0.28893178893178895,0.18386568386568386,FALSE,no
Bos taurus,Equus ferus przewalskii,RF,0.735464574482762,1,0.28182163428065066,0.1793410399967777,FALSE,no
Bos taurus,Erinaceus europaeus,RF,0.5341276756551188,1,0.7857142857142857,0.8636363636363636,FALSE,no
Bos taurus,Giraffa camelopardalis,RF,0.4951755492114329,1,0.42857142857142855,0.36363636363636365,FALSE,no
Bos taurus,Procyon lotor,RF,0.6932408744726749,2,0.6788826297023017,0.6441374310226768,FALSE,no
Bos taurus,Vulpes vulpes,RF,0.6871048298130481,2,0.6314534675190414,0.4927431156939354,FALSE,no
Canis lupus familiaris,Bison bonasus,RF,0.49484511821057153,2,0.5846150600248959,0.4629368563794793,FALSE,no
Canis lupus familiaris,Bos taurus,RF,0.4640265302591583,2,0.5970209084963184,0.47083148722492985,FALSE,no
Canis lupus familiaris,Canis lupus familiaris,RF,0.6441523091482723,2,0,0,TRUE,yes
Canis lupus familiaris,Equus caballus,RF,0.8745013422151193,2,0.3080891195645294,0.286965803359246,FALSE,no
Canis lupus familiaris,Equus ferus przewalskii,RF,0.6588996329528383,2,0.3151992742156676,0.2914904472281521,FALSE,no
Canis lupus familiaris,Erinaceus europaeus,RF,0.3448432400207672,2,0.7125029010274913,0.817047300653858,FALSE,no
Canis lupus familiaris,Giraffa camelopardalis,RF,0.36293890527047,2,0.644639956115366,0.5920436084370511,FALSE,no
Canis lupus familiaris,Procyon lotor,RF,0.6702940453090215,4,0.5580521973964597,0.567245337737141,FALSE,no
Canis lupus familiaris,Vulpes vulpes,RF,0.6278491958241277,4,0.03443255902272295,0.11282071937809643,FALSE,no
Equus caballus,Bison bonasus,RF,0.4514904299378256,1,0.27652594046036666,0.17597105302023333,FALSE,no
Equus caballus,Bos taurus,RF,0.5040376236641736,1,0.28893178893178895,0.18386568386568386,FALSE,no
Equus caballus,Canis lupus familiaris,RF,0.649493110092553,2,0.3080891195645294,0.286965803359246,FALSE,no
Equus caballus,Equus ferus przewalskii,RF,0.5355712415045457,1,0.0071101546511382575,0.004524643868906164,FALSE,no
Equus caballus,Erinaceus europaeus,RF,0.4015181593782127,1,0.7348777348777348,0.8312858312858311,FALSE,no
Equus caballus,Giraffa camelopardalis,RF,0.28577214368290443,1,0.4794079794079794,0.39598689598689596,FALSE,no
Equus caballus,Procyon lotor,RF,0.6874624443075845,2,0.6280460788657509,0.6117868986721445,FALSE,no
Equus caballus,Vulpes vulpes,RF,0.6551314840611657,2,0.3425216785872523,0.30887743182825145,FALSE,no
Equus ferus przewalskii,Bison bonasus,RF,0.8261520223908052,1,0.2694157858092284,0.17144640915132717,FALSE,no
Equus ferus przewalskii,Bos taurus,RF,0.5619061865864985,1,0.28182163428065066,0.1793410399967777,FALSE,no
Equus ferus przewalskii,Canis lupus familiaris,RF,0.5794220943325359,2,0.3151992742156676,0.2914904472281521,FALSE,no
Equus ferus przewalskii,Equus caballus,RF,0.7357398466830568,1,0.0071101546511382575,0.004524643868906164,FALSE,no
Equus ferus przewalskii,Erinaceus europaeus,RF,0.5041988640116241,1,0.7419878895288731,0.8358104751547374,FALSE,no
Equus ferus przewalskii,Giraffa camelopardalis,RF,0.5358819933943683,1,0.4722978247568412,0.39146225211798985,FALSE,no
Equus ferus przewalskii,Procyon lotor,RF,0.683052419826558,2,0.6351562335168891,0.6163115425410507,FALSE,no
Equus ferus przewalskii,Vulpes vulpes,RF,0.7307003025109495,2,0.34963183323839064,0.31340207569715767,FALSE,no
Erinaceus europaeus,Bison bonasus,RF,0.5969353219499487,1,0.7733084372428635,0.8557417327909131,FALSE,no
Erinaceus europaeus,Bos taurus,RF,0.5383058941103317,1,0.7857142857142857,0.8636363636363636,FALSE,no
Erinaceus europaeus,Canis lupus familiaris,RF,0.4071158621836817,2,0.7125029010274913,0.817047300653858,FALSE,no
Erinaceus europaeus,Equus caballus,RF,0.43869295004381953,1,0.7348777348777348,0.8312858312858311,FALSE,no
Erinaceus europaeus,Equus ferus przewalskii,RF,0.6875339750602164,1,0.7419878895288731,0.8358104751547374,FALSE,no
Erinaceus europaeus,Giraffa camelopardalis,RF,0.46143854709031745,1,0.9285714285714286,0.9545454545454546,FALSE,no
Erinaceus europaeus,Procyon lotor,RF,0.5288014109361925,2,0.6782602274405554,0.6740443871591414,FALSE,no
Erinaceus europaeus,Vulpes vulpes,RF,0.5734920837036577,2,0.6780703420047682,0.7951356721848526,FALSE,no
Giraffa camelopardalis,Bison bonasus,RF,0.5663571407212986,1,0.4409772770428509,0.37153099448181415,FALSE,no
Giraffa camelopardalis,Bos taurus,RF,0.5292130108076788,1,0.42857142857142855,0.36363636363636365,FALSE,no
Giraffa camelopardalis,Canis lupus familiaris,RF,0.380947676730952,2,0.644639956115366,0.5920436084370511,FALSE,no
Giraffa camelopardalis,Equus caballus,RF,0.366754122405208,1,0.4794079794079794,0.39598689598689596,FALSE,no
Giraffa camelopardalis,Equus ferus przewalskii,RF,0.6925080506035268,1,0.4722978247568412,0.39146225211798985,FALSE,no
Giraffa camelopardalis,Erinaceus europaeus,RF,0.4601496503172326,1,0.9285714285714286,0.9545454545454546,FALSE,no
Giraffa camelopardalis,Procyon lotor,RF,0.5118812356730595,2,0.8217397725594446,0.7350465219317678,FALSE,no
Giraffa camelopardalis,Vulpes vulpes,RF,0.5738084758706221,2,0.679072515138089,0.6139552369060566,FALSE,no
Procyon lotor,Bison bonasus,RF,0.6748762289027713,2,0.6664767812308795,0.6362428001772263,FALSE,no
Procyon lotor,Bos taurus,RF,0.5609179787525891,2,0.6788826297023017,0.6441374310226768,FALSE,no
Procyon lotor,Canis lupus familiaris,RF,0.6508114514220538,4,0.5580521973964597,0.567245337737141,FALSE,no
Procyon lotor,Equus caballus,RF,0.8552422239822268,2,0.6280460788657509,0.6117868986721445,FALSE,no
Procyon lotor,Equus ferus przewalskii,RF,0.7649811390809687,2,0.6351562335168891,0.6163115425410507,FALSE,no
Procyon lotor,Erinaceus europaeus,RF,0.4969506097068833,2,0.6782602274405554,0.6740443871591414,FALSE,no
Procyon lotor,Giraffa camelopardalis,RF,0.4700661765688382,2,0.8217397725594446,0.7350465219317678,FALSE,no
Procyon lotor,Procyon lotor,RF,0.7026426100773067,2,0,0,TRUE,yes
Procyon lotor,Vulpes vulpes,RF,0.6760443822815316,4,0.523999409245311,0.5455753816409554,FALSE,no
Vulpes vulpes,Bison bonasus,RF,0.6442118112017237,2,0.6190476190476192,0.4848484848484849,FALSE,no
Vulpes vulpes,Bos taurus,RF,0.49337588777573027,2,0.6314534675190414,0.4927431156939354,FALSE,no
Vulpes vulpes,Canis lupus familiaris,RF,0.5104615043283409,4,0.03443255902272295,0.11282071937809643,FALSE,no
Vulpes vulpes,Equus caballus,RF,0.6468704438634928,2,0.3425216785872523,0.30887743182825145,FALSE,no
Vulpes vulpes,Equus ferus przewalskii,RF,0.8051243420416936,2,0.34963183323839064,0.31340207569715767,FALSE,no
Vulpes vulpes,Erinaceus europaeus,RF,0.4829512159856931,2,0.6780703420047682,0.7951356721848526,FALSE,no
Vulpes vulpes,Giraffa camelopardalis,RF,0.5496979579606441,2,0.679072515138089,0.6139552369060566,FALSE,no
Vulpes vulpes,Procyon lotor,RF,0.6278508192999332,4,0.523999409245311,0.5455753816409554,FALSE,no
Vulpes vulpes,Vulpes vulpes,RF,0.7412890162818888,2,0,0,TRUE,yes
Bison bonasus,Bos taurus,LGBM,0.4926154905570197,1,0.012405848471422263,0.00789463084545053,FALSE,no
Bison bonasus,Canis lupus familiaris,LGBM,0.518467504231328,2,0.5846150600248959,0.4629368563794793,FALSE,no
Bison bonasus,Equus caballus,LGBM,0.6950843766987539,1,0.27652594046036666,0.17597105302023333,FALSE,no
Bison bonasus,Equus ferus przewalskii,LGBM,0.89384743080655,1,0.2694157858092284,0.17144640915132717,FALSE,no
Bison bonasus,Erinaceus europaeus,LGBM,0.5051598105301941,1,0.7733084372428635,0.8557417327909131,FALSE,no
Bison bonasus,Giraffa camelopardalis,LGBM,0.4418046938871225,1,0.4409772770428509,0.37153099448181415,FALSE,no
Bison bonasus,Procyon lotor,LGBM,0.7172507941160559,2,0.6664767812308795,0.6362428001772263,FALSE,no
Bison bonasus,Vulpes vulpes,LGBM,0.751235654696303,2,0.6190476190476192,0.4848484848484849,FALSE,no
Bos taurus,Bison bonasus,LGBM,0.5672029572471186,1,0.012405848471422263,0.00789463084545053,FALSE,no
Bos taurus,Canis lupus familiaris,LGBM,0.5024764895000697,2,0.5970209084963184,0.47083148722492985,FALSE,no
Bos taurus,Equus caballus,LGBM,0.6549808541482688,1,0.28893178893178895,0.18386568386568386,FALSE,no
Bos taurus,Equus ferus przewalskii,LGBM,0.7745418977908057,1,0.28182163428065066,0.1793410399967777,FALSE,no
Bos taurus,Erinaceus europaeus,LGBM,0.5205496998975261,1,0.7857142857142857,0.8636363636363636,FALSE,no
Bos taurus,Giraffa camelopardalis,LGBM,0.5284502229738332,1,0.42857142857142855,0.36363636363636365,FALSE,no
Bos taurus,Procyon lotor,LGBM,0.6762984833823618,2,0.6788826297023017,0.6441374310226768,FALSE,no
Bos taurus,Vulpes vulpes,LGBM,0.7079229621051082,2,0.6314534675190414,0.4927431156939354,FALSE,no
Canis lupus familiaris,Bison bonasus,LGBM,0.49795969651816274,2,0.5846150600248959,0.4629368563794793,FALSE,no
Canis lupus familiaris,Bos taurus,LGBM,0.4516243990670004,2,0.5970209084963184,0.47083148722492985,FALSE,no
Canis lupus familiaris,Canis lupus familiaris,LGBM,0.6322285072048524,2,0,0,TRUE,yes
Canis lupus familiaris,Equus caballus,LGBM,0.8455206336456467,2,0.3080891195645294,0.286965803359246,FALSE,no
Canis lupus familiaris,Equus ferus przewalskii,LGBM,0.649278788246513,2,0.3151992742156676,0.2914904472281521,FALSE,no
Canis lupus familiaris,Erinaceus europaeus,LGBM,0.35145931107063666,2,0.7125029010274913,0.817047300653858,FALSE,no
Canis lupus familiaris,Giraffa camelopardalis,LGBM,0.3749581893168929,2,0.644639956115366,0.5920436084370511,FALSE,no
Canis lupus familiaris,Procyon lotor,LGBM,0.6552237731401885,4,0.5580521973964597,0.567245337737141,FALSE,no
Canis lupus familiaris,Vulpes vulpes,LGBM,0.6195952091159783,4,0.03443255902272295,0.11282071937809643,FALSE,no
Equus caballus,Bison bonasus,LGBM,0.44479528493398074,1,0.27652594046036666,0.17597105302023333,FALSE,no
Equus caballus,Bos taurus,LGBM,0.49822629825460946,1,0.28893178893178895,0.18386568386568386,FALSE,no
Equus caballus,Canis lupus familiaris,LGBM,0.658942511422874,2,0.3080891195645294,0.286965803359246,FALSE,no
Equus caballus,Equus ferus przewalskii,LGBM,0.5434359634318972,1,0.0071101546511382575,0.004524643868906164,FALSE,no
Equus caballus,Erinaceus europaeus,LGBM,0.4098353686947928,1,0.7348777348777348,0.8312858312858311,FALSE,no
Equus caballus,Giraffa camelopardalis,LGBM,0.3436799973658849,1,0.4794079794079794,0.39598689598689596,FALSE,no
Equus caballus,Procyon lotor,LGBM,0.7154318242609535,2,0.6280460788657509,0.6117868986721445,FALSE,no
Equus caballus,Vulpes vulpes,LGBM,0.6790314173083105,2,0.3425216785872523,0.30887743182825145,FALSE,no
Equus ferus przewalskii,Bison bonasus,LGBM,0.850983834314795,1,0.2694157858092284,0.17144640915132717,FALSE,no
Equus ferus przewalskii,Bos taurus,LGBM,0.5660267820694591,1,0.28182163428065066,0.1793410399967777,FALSE,no
Equus ferus przewalskii,Canis lupus familiaris,LGBM,0.5952262077117989,2,0.3151992742156676,0.2914904472281521,FALSE,no
Equus ferus przewalskii,Equus caballus,LGBM,0.7539139434686494,1,0.0071101546511382575,0.004524643868906164,FALSE,no
Equus ferus przewalskii,Erinaceus europaeus,LGBM,0.5111437142197054,1,0.7419878895288731,0.8358104751547374,FALSE,no
Equus ferus przewalskii,Giraffa camelopardalis,LGBM,0.5356435439207249,1,0.4722978247568412,0.39146225211798985,FALSE,no
Equus ferus przewalskii,Procyon lotor,LGBM,0.7192815730520229,2,0.6351562335168891,0.6163115425410507,FALSE,no
Equus ferus przewalskii,Vulpes vulpes,LGBM,0.7426043071473813,2,0.34963183323839064,0.31340207569715767,FALSE,no
Erinaceus europaeus,Bison bonasus,LGBM,0.5102477215853137,1,0.7733084372428635,0.8557417327909131,FALSE,no
Erinaceus europaeus,Bos taurus,LGBM,0.5067828605042597,1,0.7857142857142857,0.8636363636363636,FALSE,no
Erinaceus europaeus,Canis lupus familiaris,LGBM,0.3941515859738578,2,0.7125029010274913,0.817047300653858,FALSE,no
Erinaceus europaeus,Equus caballus,LGBM,0.4655191909080382,1,0.7348777348777348,0.8312858312858311,FALSE,no
Erinaceus europaeus,Equus ferus przewalskii,LGBM,0.5735249576175757,1,0.7419878895288731,0.8358104751547374,FALSE,no
Erinaceus europaeus,Giraffa camelopardalis,LGBM,0.4675017505570074,1,0.9285714285714286,0.9545454545454546,FALSE,no
Erinaceus europaeus,Procyon lotor,LGBM,0.5581927769237451,2,0.6782602274405554,0.6740443871591414,FALSE,no
Erinaceus europaeus,Vulpes vulpes,LGBM,0.5101835075661129,2,0.6780703420047682,0.7951356721848526,FALSE,no
Giraffa camelopardalis,Bison bonasus,LGBM,0.635651866933104,1,0.4409772770428509,0.37153099448181415,FALSE,no
Giraffa camelopardalis,Bos taurus,LGBM,0.5906298429316289,1,0.42857142857142855,0.36363636363636365,FALSE,no
Giraffa camelopardalis,Canis lupus familiaris,LGBM,0.4995582681283812,2,0.644639956115366,0.5920436084370511,FALSE,no
Giraffa camelopardalis,Equus caballus,LGBM,0.6124527021386786,1,0.4794079794079794,0.39598689598689596,FALSE,no
Giraffa camelopardalis,Equus ferus przewalskii,LGBM,0.7671372467629415,1,0.4722978247568412,0.39146225211798985,FALSE,no
Giraffa camelopardalis,Erinaceus europaeus,LGBM,0.4519984409134379,1,0.9285714285714286,0.9545454545454546,FALSE,no
Giraffa camelopardalis,Procyon lotor,LGBM,0.64067530329655,2,0.8217397725594446,0.7350465219317678,FALSE,no
Giraffa camelopardalis,Vulpes vulpes,LGBM,0.7055627421346862,2,0.679072515138089,0.6139552369060566,FALSE,no
Procyon lotor,Bison bonasus,LGBM,0.6552057323544651,2,0.6664767812308795,0.6362428001772263,FALSE,no
Procyon lotor,Bos taurus,LGBM,0.5551193361147708,2,0.6788826297023017,0.6441374310226768,FALSE,no
Procyon lotor,Canis lupus familiaris,LGBM,0.6504902652978564,4,0.5580521973964597,0.567245337737141,FALSE,no
Procyon lotor,Equus caballus,LGBM,0.857792251875808,2,0.6280460788657509,0.6117868986721445,FALSE,no
Procyon lotor,Equus ferus przewalskii,LGBM,0.7244139508502083,2,0.6351562335168891,0.6163115425410507,FALSE,no
Procyon lotor,Erinaceus europaeus,LGBM,0.49031017647948805,2,0.6782602274405554,0.6740443871591414,FALSE,no
Procyon lotor,Giraffa camelopardalis,LGBM,0.5072351795052872,2,0.8217397725594446,0.7350465219317678,FALSE,no
Procyon lotor,Procyon lotor,LGBM,0.6783733380752899,2,0,0,TRUE,yes
Procyon lotor,Vulpes vulpes,LGBM,0.6924110977396516,4,0.523999409245311,0.5455753816409554,FALSE,no
Vulpes vulpes,Bison bonasus,LGBM,0.5998841351903428,2,0.6190476190476192,0.4848484848484849,FALSE,no
Vulpes vulpes,Bos taurus,LGBM,0.4953887153847665,2,0.6314534675190414,0.4927431156939354,FALSE,no
Vulpes vulpes,Canis lupus familiaris,LGBM,0.5173801395113541,4,0.03443255902272295,0.11282071937809643,FALSE,no
Vulpes vulpes,Equus caballus,LGBM,0.6157062936039157,2,0.3425216785872523,0.30887743182825145,FALSE,no
Vulpes vulpes,Equus ferus przewalskii,LGBM,0.7586686660164472,2,0.34963183323839064,0.31340207569715767,FALSE,no
Vulpes vulpes,Erinaceus europaeus,LGBM,0.48781561959840425,2,0.6780703420047682,0.7951356721848526,FALSE,no
Vulpes vulpes,Giraffa camelopardalis,LGBM,0.510601212856475,2,0.679072515138089,0.6139552369060566,FALSE,no
Vulpes vulpes,Procyon lotor,LGBM,0.6267447803704096,4,0.523999409245311,0.5455753816409554,FALSE,no
Vulpes vulpes,Vulpes vulpes,LGBM,0.7268124600524772,2,0,0,TRUE,yes
